,advanced education,non advanced education
26786,,low>50K
26787,high>50K,
26788,,low<=50K
26789,,low>50K
26790,,low<=50K
26791,,low<=50K
26792,,low<=50K
26793,high<=50K,
26794,,low<=50K
26795,high<=50K,
26796,high>50K,
26797,,low<=50K
26798,high<=50K,
26799,,low>50K
26800,,low<=50K
26801,,low<=50K
26802,,low<=50K
26803,,low<=50K
26804,,low<=50K
26805,,low<=50K
26806,,low<=50K
26807,,low>50K
26808,,low<=50K
26809,,low<=50K
26810,,low>50K
26811,,low>50K
26812,,low<=50K
26813,high>50K,
26814,high<=50K,
26815,,low>50K
26816,,low<=50K
26817,,low<=50K
26818,,low>50K
26819,,low<=50K
26820,,low<=50K
26821,,low<=50K
26822,high<=50K,
26823,,low>50K
26824,,low>50K
26825,,low>50K
26826,,low<=50K
26827,,low>50K
26828,high>50K,
26829,high<=50K,
26830,,low<=50K
26831,,low<=50K
26832,,low>50K
26833,,low<=50K
26834,high<=50K,
26835,,low<=50K
26836,,low<=50K
26837,,low<=50K
26838,,low<=50K
26839,,low<=50K
26840,,low<=50K
26841,,low<=50K
26842,,low<=50K
26843,,low<=50K
26844,,low<=50K
26845,,low<=50K
26846,high<=50K,
26847,,low<=50K
26848,,low<=50K
26849,,low<=50K
26850,high<=50K,
26851,,low>50K
26852,,low<=50K
26853,,low<=50K
26854,,low<=50K
26855,,low<=50K
26856,,low<=50K
26857,,low<=50K
26858,,low<=50K
26859,,low<=50K
26860,,low<=50K
26861,,low<=50K
26862,high<=50K,
26863,,low<=50K
26864,,low<=50K
26865,,low>50K
26866,high<=50K,
26867,,low>50K
26868,,low<=50K
26869,,low<=50K
26870,high<=50K,
26871,high<=50K,
26872,high<=50K,
26873,,low>50K
26874,,low<=50K
26875,,low<=50K
26876,,low>50K
26877,,low<=50K
26878,,low>50K
26879,high<=50K,
26880,high>50K,
26881,,low<=50K
26882,,low<=50K
26883,high<=50K,
26884,,low<=50K
26885,,low>50K
26886,,low>50K
26887,,low<=50K
26888,high>50K,
26889,,low<=50K
26890,,low>50K
26891,,low<=50K
26892,,low<=50K
26893,,low<=50K
26894,,low<=50K
26895,,low<=50K
26896,,low>50K
26897,,low<=50K
26898,,low<=50K
26899,high>50K,
26900,,low>50K
26901,high>50K,
26902,,low<=50K
26903,,low>50K
26904,high<=50K,
26905,,low<=50K
26906,,low<=50K
26907,,low<=50K
26908,,low>50K
26909,high>50K,
26910,high<=50K,
26911,high<=50K,
26912,,low<=50K
26913,,low<=50K
26914,,low<=50K
26915,,low<=50K
26916,,low<=50K
26917,,low<=50K
26918,,low<=50K
26919,,low<=50K
26920,high>50K,
26921,,low<=50K
26922,high<=50K,
26923,,low<=50K
26924,,low>50K
26925,,low<=50K
26926,,low>50K
26927,,low>50K
26928,,low<=50K
26929,,low<=50K
26930,high<=50K,
26931,,low>50K
26932,,low<=50K
26933,,low<=50K
26934,high<=50K,
26935,,low<=50K
26936,,low<=50K
26937,,low>50K
26938,,low<=50K
26939,,low<=50K
26940,,low<=50K
26941,,low<=50K
26942,high<=50K,
26943,high<=50K,
26944,high<=50K,
26945,,low<=50K
26946,high>50K,
26947,,low<=50K
26948,high<=50K,
26949,,low>50K
26950,,low<=50K
26951,high>50K,
26952,,low<=50K
26953,,low<=50K
26954,,low>50K
26955,high<=50K,
26956,,low<=50K
26957,,low>50K
26958,,low<=50K
26959,,low<=50K
26960,,low<=50K
26961,,low<=50K
26962,high<=50K,
26963,,low<=50K
26964,,low<=50K
26965,,low<=50K
26966,,low<=50K
26967,,low<=50K
26968,,low>50K
26969,,low<=50K
26970,,low<=50K
26971,,low<=50K
26972,,low<=50K
26973,,low<=50K
26974,,low<=50K
26975,,low<=50K
26976,,low<=50K
26977,,low<=50K
26978,,low>50K
26979,high>50K,
26980,,low<=50K
26981,high<=50K,
26982,,low<=50K
26983,,low>50K
26984,,low>50K
26985,,low<=50K
26986,,low>50K
26987,,low>50K
26988,,low<=50K
26989,high<=50K,
26990,,low<=50K
26991,high<=50K,
26992,,low<=50K
26993,,low<=50K
26994,,low<=50K
26995,,low<=50K
26996,,low<=50K
26997,high<=50K,
26998,high<=50K,
26999,high<=50K,
27000,,low<=50K
27001,,low<=50K
27002,,low<=50K
27003,,low<=50K
27004,,low<=50K
27005,,low<=50K
27006,high>50K,
27007,,low<=50K
27008,,low<=50K
27009,,low<=50K
27010,,low<=50K
27011,,low<=50K
27012,,low<=50K
27013,,low>50K
27014,,low<=50K
27015,,low<=50K
27016,,low<=50K
27017,,low<=50K
27018,,low>50K
27019,,low<=50K
27020,,low<=50K
27021,,low<=50K
27022,,low<=50K
27023,,low<=50K
27024,,low<=50K
27025,,low>50K
27026,,low>50K
27027,,low<=50K
27028,,low>50K
27029,,low<=50K
27030,high>50K,
27031,,low<=50K
27032,,low<=50K
27033,,low<=50K
27034,,low>50K
27035,,low<=50K
27036,high<=50K,
27037,,low<=50K
27038,,low<=50K
27039,,low<=50K
27040,,low<=50K
27041,,low<=50K
27042,,low<=50K
27043,,low<=50K
27044,high>50K,
27045,,low<=50K
27046,high<=50K,
27047,,low<=50K
27048,,low>50K
27049,high>50K,
27050,,low<=50K
27051,,low<=50K
27052,high>50K,
27053,,low>50K
27054,,low<=50K
27055,,low<=50K
27056,,low<=50K
27057,,low<=50K
27058,,low<=50K
27059,,low<=50K
27060,,low<=50K
27061,,low<=50K
27062,,low<=50K
27063,,low<=50K
27064,,low<=50K
27065,,low<=50K
27066,,low<=50K
27067,,low<=50K
27068,,low<=50K
27069,,low>50K
27070,,low<=50K
27071,,low<=50K
27072,,low<=50K
27073,,low>50K
27074,,low>50K
27075,,low>50K
27076,,low<=50K
27077,high<=50K,
27078,high<=50K,
27079,,low<=50K
27080,high>50K,
27081,high<=50K,
27082,,low<=50K
27083,,low>50K
27084,,low>50K
27085,,low<=50K
27086,,low<=50K
27087,high<=50K,
27088,,low<=50K
27089,,low<=50K
27090,,low<=50K
27091,,low<=50K
27092,,low<=50K
27093,,low<=50K
27094,,low<=50K
27095,,low<=50K
27096,high<=50K,
27097,,low<=50K
27098,,low<=50K
27099,high<=50K,
27100,,low<=50K
27101,,low<=50K
27102,,low<=50K
27103,high<=50K,
27104,high<=50K,
27105,,low<=50K
27106,,low<=50K
27107,,low<=50K
27108,,low<=50K
27109,,low<=50K
27110,,low<=50K
27111,,low<=50K
27112,,low<=50K
27113,,low>50K
27114,high<=50K,
27115,,low<=50K
27116,high>50K,
27117,high<=50K,
27118,high<=50K,
27119,,low<=50K
27120,,low<=50K
27121,,low<=50K
27122,,low>50K
27123,,low<=50K
27124,,low<=50K
27125,,low<=50K
27126,,low<=50K
27127,,low<=50K
27128,,low<=50K
27129,,low<=50K
27130,,low<=50K
27131,,low<=50K
27132,,low<=50K
27133,,low<=50K
27134,,low>50K
27135,,low<=50K
27136,,low>50K
27137,,low>50K
27138,,low<=50K
27139,,low<=50K
27140,,low<=50K
27141,,low<=50K
27142,,low<=50K
27143,,low<=50K
27144,high<=50K,
27145,,low>50K
27146,,low<=50K
27147,high<=50K,
27148,,low<=50K
27149,,low<=50K
27150,,low<=50K
27151,high>50K,
27152,,low<=50K
27153,,low<=50K
27154,high>50K,
27155,,low<=50K
27156,,low<=50K
27157,high>50K,
27158,,low>50K
27159,,low>50K
27160,,low<=50K
27161,,low<=50K
27162,,low<=50K
27163,high>50K,
27164,,low<=50K
27165,high>50K,
27166,,low<=50K
27167,,low<=50K
27168,high>50K,
27169,,low<=50K
27170,high>50K,
27171,,low<=50K
27172,,low<=50K
27173,high<=50K,
27174,,low<=50K
27175,,low<=50K
27176,,low<=50K
27177,high>50K,
27178,,low<=50K
27179,,low<=50K
27180,,low<=50K
27181,,low<=50K
27182,,low<=50K
27183,,low<=50K
27184,,low<=50K
27185,high<=50K,
27186,high>50K,
27187,,low<=50K
27188,high>50K,
27189,,low<=50K
27190,,low<=50K
27191,,low<=50K
27192,,low<=50K
27193,,low<=50K
27194,high>50K,
27195,high>50K,
27196,,low<=50K
27197,,low<=50K
27198,,low<=50K
27199,high>50K,
27200,high>50K,
27201,,low<=50K
27202,,low<=50K
27203,high<=50K,
27204,,low<=50K
27205,,low<=50K
27206,,low<=50K
27207,,low<=50K
27208,,low<=50K
27209,,low<=50K
27210,,low<=50K
27211,,low<=50K
27212,,low<=50K
27213,,low<=50K
27214,,low>50K
27215,,low>50K
27216,,low<=50K
27217,,low<=50K
27218,,low<=50K
27219,high<=50K,
27220,high<=50K,
27221,high<=50K,
27222,,low<=50K
27223,,low>50K
27224,,low>50K
27225,,low<=50K
27226,,low<=50K
27227,,low>50K
27228,high<=50K,
27229,high<=50K,
27230,high<=50K,
27231,high>50K,
27232,,low>50K
27233,,low<=50K
27234,high<=50K,
27235,,low<=50K
27236,,low<=50K
27237,,low<=50K
27238,,low<=50K
27239,,low<=50K
27240,high>50K,
27241,high>50K,
27242,high<=50K,
27243,high>50K,
27244,,low<=50K
27245,,low<=50K
27246,,low<=50K
27247,high>50K,
27248,,low<=50K
27249,,low>50K
27250,,low<=50K
27251,,low<=50K
27252,,low<=50K
27253,,low<=50K
27254,,low<=50K
27255,,low<=50K
27256,,low<=50K
27257,,low<=50K
27258,,low>50K
27259,,low>50K
27260,high>50K,
27261,,low<=50K
27262,,low>50K
27263,,low<=50K
27264,,low<=50K
27265,,low<=50K
27266,,low<=50K
27267,,low>50K
27268,high>50K,
27269,,low<=50K
27270,,low<=50K
27271,,low<=50K
27272,,low>50K
27273,,low<=50K
27274,,low<=50K
27275,high<=50K,
27276,,low<=50K
27277,,low<=50K
27278,high>50K,
27279,,low<=50K
27280,high>50K,
27281,,low<=50K
27282,high<=50K,
27283,,low<=50K
27284,high>50K,
27285,,low>50K
27286,,low<=50K
27287,,low<=50K
27288,high<=50K,
27289,,low<=50K
27290,,low>50K
27291,,low<=50K
27292,high<=50K,
27293,high<=50K,
27294,,low<=50K
27295,high<=50K,
27296,high<=50K,
27297,high>50K,
27298,high<=50K,
27299,high>50K,
27300,,low<=50K
27301,,low<=50K
27302,,low<=50K
27303,,low<=50K
27304,,low<=50K
27305,,low<=50K
27306,,low<=50K
27307,,low<=50K
27308,high>50K,
27309,,low<=50K
27310,high<=50K,
27311,,low<=50K
27312,,low<=50K
27313,,low<=50K
27314,,low<=50K
27315,,low<=50K
27316,high>50K,
27317,,low>50K
27318,high>50K,
27319,,low<=50K
27320,,low<=50K
27321,,low>50K
27322,high>50K,
27323,,low<=50K
27324,,low<=50K
27325,,low<=50K
27326,high<=50K,
27327,,low<=50K
27328,,low<=50K
27329,,low<=50K
27330,,low<=50K
27331,high>50K,
27332,,low<=50K
27333,,low<=50K
27334,,low<=50K
27335,high<=50K,
27336,,low<=50K
27337,high>50K,
27338,,low<=50K
27339,,low<=50K
27340,,low>50K
27341,,low<=50K
27342,,low<=50K
27343,,low<=50K
27344,,low<=50K
27345,,low<=50K
27346,high<=50K,
27347,,low<=50K
27348,high<=50K,
27349,,low<=50K
27350,,low>50K
27351,,low<=50K
27352,,low<=50K
27353,,low<=50K
27354,,low>50K
27355,,low<=50K
27356,,low<=50K
27357,,low<=50K
27358,,low>50K
27359,,low<=50K
27360,,low<=50K
27361,,low<=50K
27362,,low<=50K
27363,high<=50K,
27364,high>50K,
27365,,low<=50K
27366,,low>50K
27367,high>50K,
27368,,low>50K
27369,high>50K,
27370,,low<=50K
27371,high<=50K,
27372,,low>50K
27373,,low<=50K
27374,high>50K,
27375,high<=50K,
27376,,low<=50K
27377,,low>50K
27378,,low>50K
27379,,low<=50K
27380,,low>50K
27381,,low<=50K
27382,high>50K,
27383,high>50K,
27384,,low<=50K
27385,,low<=50K
27386,,low<=50K
27387,,low<=50K
27388,,low<=50K
27389,,low<=50K
27390,,low<=50K
27391,high>50K,
27392,,low<=50K
27393,high<=50K,
27394,high>50K,
27395,,low<=50K
27396,high<=50K,
27397,,low>50K
27398,high<=50K,
27399,high<=50K,
27400,,low<=50K
27401,,low<=50K
27402,high<=50K,
27403,,low<=50K
27404,,low<=50K
27405,,low<=50K
27406,,low<=50K
27407,,low<=50K
27408,high<=50K,
27409,,low<=50K
27410,,low<=50K
27411,,low<=50K
27412,,low<=50K
27413,,low<=50K
27414,high>50K,
27415,,low<=50K
27416,,low<=50K
27417,,low>50K
27418,,low>50K
27419,,low<=50K
27420,,low>50K
27421,,low<=50K
27422,,low<=50K
27423,high<=50K,
27424,,low<=50K
27425,,low<=50K
27426,,low>50K
27427,high>50K,
27428,,low<=50K
27429,,low>50K
27430,,low<=50K
27431,,low<=50K
27432,,low<=50K
27433,,low>50K
27434,,low<=50K
27435,,low<=50K
27436,,low<=50K
27437,,low<=50K
27438,high>50K,
27439,,low<=50K
27440,,low<=50K
27441,,low<=50K
27442,,low<=50K
27443,,low>50K
27444,,low<=50K
27445,high<=50K,
27446,,low>50K
27447,high>50K,
27448,high<=50K,
27449,high<=50K,
27450,,low<=50K
27451,high>50K,
27452,,low<=50K
27453,high>50K,
27454,,low<=50K
27455,,low<=50K
27456,,low<=50K
27457,,low>50K
27458,,low>50K
27459,high<=50K,
27460,,low<=50K
27461,,low<=50K
27462,,low<=50K
27463,high>50K,
27464,high<=50K,
27465,,low<=50K
27466,,low<=50K
27467,high>50K,
27468,,low<=50K
27469,,low<=50K
27470,,low<=50K
27471,,low<=50K
27472,,low>50K
27473,,low<=50K
27474,high>50K,
27475,high>50K,
27476,,low<=50K
27477,,low<=50K
27478,,low<=50K
27479,,low<=50K
27480,,low<=50K
27481,,low<=50K
27482,,low>50K
27483,high>50K,
27484,,low>50K
27485,,low<=50K
27486,,low<=50K
27487,,low<=50K
27488,,low<=50K
27489,high<=50K,
27490,,low<=50K
27491,,low>50K
27492,,low<=50K
27493,,low<=50K
27494,,low<=50K
27495,,low<=50K
27496,high<=50K,
27497,,low<=50K
27498,high<=50K,
27499,,low<=50K
27500,high>50K,
27501,,low>50K
27502,,low<=50K
27503,,low<=50K
27504,,low<=50K
27505,high<=50K,
27506,,low<=50K
27507,,low<=50K
27508,,low<=50K
27509,,low<=50K
27510,high<=50K,
27511,high<=50K,
27512,,low<=50K
27513,,low<=50K
27514,,low<=50K
27515,high<=50K,
27516,high>50K,
27517,,low<=50K
27518,,low<=50K
27519,,low<=50K
27520,,low<=50K
27521,,low<=50K
27522,,low<=50K
27523,,low>50K
27524,,low<=50K
27525,high<=50K,
27526,,low>50K
27527,,low<=50K
27528,,low<=50K
27529,,low<=50K
27530,high<=50K,
27531,,low>50K
27532,,low<=50K
27533,,low<=50K
27534,high<=50K,
27535,,low<=50K
27536,high>50K,
27537,,low>50K
27538,high<=50K,
27539,high>50K,
27540,,low<=50K
27541,high<=50K,
27542,,low<=50K
27543,,low<=50K
27544,,low<=50K
27545,,low<=50K
27546,,low>50K
27547,,low<=50K
27548,,low<=50K
27549,,low<=50K
27550,,low<=50K
27551,,low>50K
27552,,low<=50K
27553,,low<=50K
27554,high<=50K,
27555,high<=50K,
27556,,low>50K
27557,high>50K,
27558,high<=50K,
27559,,low>50K
27560,,low<=50K
27561,,low<=50K
27562,,low>50K
27563,high<=50K,
27564,,low<=50K
27565,high<=50K,
27566,,low<=50K
27567,high<=50K,
27568,,low>50K
27569,,low<=50K
27570,,low<=50K
27571,,low<=50K
27572,,low<=50K
27573,,low<=50K
27574,high<=50K,
27575,,low>50K
27576,,low<=50K
27577,,low<=50K
27578,,low<=50K
27579,,low<=50K
27580,,low<=50K
27581,,low<=50K
27582,,low<=50K
27583,,low<=50K
27584,,low<=50K
27585,high>50K,
27586,,low<=50K
27587,,low<=50K
27588,high<=50K,
27589,high>50K,
27590,high>50K,
27591,high<=50K,
27592,,low>50K
27593,,low<=50K
27594,,low>50K
27595,,low<=50K
27596,,low<=50K
27597,,low<=50K
27598,,low<=50K
27599,high>50K,
27600,,low<=50K
27601,,low<=50K
27602,,low<=50K
27603,,low<=50K
27604,,low<=50K
27605,,low>50K
27606,,low<=50K
27607,,low<=50K
27608,,low<=50K
27609,high>50K,
27610,,low<=50K
27611,,low<=50K
27612,,low>50K
27613,,low<=50K
27614,high>50K,
27615,,low<=50K
27616,,low<=50K
27617,,low<=50K
27618,high<=50K,
27619,,low<=50K
27620,high>50K,
27621,,low<=50K
27622,,low<=50K
27623,high<=50K,
27624,,low<=50K
27625,,low<=50K
27626,high<=50K,
27627,,low<=50K
27628,,low<=50K
27629,,low>50K
27630,,low<=50K
27631,,low<=50K
27632,,low<=50K
27633,,low<=50K
27634,,low<=50K
27635,,low>50K
27636,,low<=50K
27637,,low<=50K
27638,,low>50K
27639,,low<=50K
27640,,low<=50K
27641,,low>50K
27642,high>50K,
27643,high<=50K,
27644,,low<=50K
27645,,low<=50K
27646,high>50K,
27647,,low<=50K
27648,,low<=50K
27649,,low<=50K
27650,high>50K,
27651,high>50K,
27652,,low>50K
27653,high>50K,
27654,,low<=50K
27655,,low<=50K
27656,,low<=50K
27657,,low<=50K
27658,,low<=50K
27659,,low<=50K
27660,high<=50K,
27661,,low<=50K
27662,high<=50K,
27663,,low<=50K
27664,high>50K,
27665,,low<=50K
27666,,low<=50K
27667,,low>50K
27668,,low<=50K
27669,high<=50K,
27670,,low<=50K
27671,,low<=50K
27672,,low<=50K
27673,high>50K,
27674,,low<=50K
27675,,low<=50K
27676,high>50K,
27677,high>50K,
27678,high>50K,
27679,,low<=50K
27680,,low<=50K
27681,,low<=50K
27682,,low>50K
27683,,low<=50K
27684,,low<=50K
27685,,low<=50K
27686,,low>50K
27687,,low<=50K
27688,,low<=50K
27689,high>50K,
27690,,low<=50K
27691,,low<=50K
27692,,low<=50K
27693,,low<=50K
27694,,low>50K
27695,,low<=50K
27696,,low<=50K
27697,,low<=50K
27698,high>50K,
27699,high<=50K,
27700,,low>50K
27701,,low<=50K
27702,,low<=50K
27703,,low<=50K
27704,,low<=50K
27705,,low<=50K
27706,,low<=50K
27707,,low<=50K
27708,,low<=50K
27709,,low>50K
27710,,low<=50K
27711,,low<=50K
27712,,low<=50K
27713,,low<=50K
27714,high>50K,
27715,,low<=50K
27716,,low<=50K
27717,,low<=50K
27718,,low<=50K
27719,,low<=50K
27720,high>50K,
27721,high<=50K,
27722,,low<=50K
27723,high>50K,
27724,,low<=50K
27725,,low<=50K
27726,,low<=50K
27727,high<=50K,
27728,,low<=50K
27729,,low<=50K
27730,,low<=50K
27731,,low<=50K
27732,,low<=50K
27733,,low<=50K
27734,,low<=50K
27735,,low<=50K
27736,,low<=50K
27737,,low<=50K
27738,,low<=50K
27739,,low<=50K
27740,high<=50K,
27741,high>50K,
27742,,low<=50K
27743,,low<=50K
27744,,low<=50K
27745,,low<=50K
27746,,low<=50K
27747,,low<=50K
27748,,low<=50K
27749,high>50K,
27750,,low<=50K
27751,,low<=50K
27752,,low<=50K
27753,,low<=50K
27754,,low<=50K
27755,high>50K,
27756,high<=50K,
27757,,low<=50K
27758,,low<=50K
27759,high>50K,
27760,,low<=50K
27761,,low>50K
27762,,low<=50K
27763,,low<=50K
27764,,low<=50K
27765,,low<=50K
27766,,low<=50K
27767,,low<=50K
27768,,low<=50K
27769,,low<=50K
27770,,low>50K
27771,,low<=50K
27772,,low>50K
27773,,low<=50K
27774,,low<=50K
27775,,low<=50K
27776,high>50K,
27777,,low<=50K
27778,,low<=50K
27779,,low>50K
27780,high>50K,
27781,high>50K,
27782,,low<=50K
27783,,low<=50K
27784,,low<=50K
27785,high<=50K,
27786,,low<=50K
27787,,low<=50K
27788,,low<=50K
27789,,low<=50K
27790,,low>50K
27791,,low<=50K
27792,,low<=50K
27793,high<=50K,
27794,,low<=50K
27795,,low<=50K
27796,,low>50K
27797,high>50K,
27798,,low<=50K
27799,,low<=50K
27800,,low<=50K
27801,high>50K,
27802,,low<=50K
27803,,low<=50K
27804,,low<=50K
27805,,low<=50K
27806,,low>50K
27807,,low<=50K
27808,,low>50K
27809,,low<=50K
27810,high>50K,
27811,,low>50K
27812,,low<=50K
27813,,low<=50K
27814,,low<=50K
27815,high<=50K,
27816,,low>50K
27817,,low<=50K
27818,high<=50K,
27819,high<=50K,
27820,,low>50K
27821,,low>50K
27822,high<=50K,
27823,,low<=50K
27824,,low<=50K
27825,,low<=50K
27826,,low<=50K
27827,,low<=50K
27828,high>50K,
27829,,low<=50K
27830,,low<=50K
27831,,low<=50K
27832,high<=50K,
27833,,low>50K
27834,,low<=50K
27835,,low<=50K
27836,high<=50K,
27837,,low<=50K
27838,,low<=50K
27839,high<=50K,
27840,,low>50K
27841,,low>50K
27842,,low<=50K
27843,,low<=50K
27844,,low<=50K
27845,,low<=50K
27846,high<=50K,
27847,,low>50K
27848,,low<=50K
27849,,low<=50K
27850,,low<=50K
27851,,low<=50K
27852,,low<=50K
27853,high>50K,
27854,,low<=50K
27855,,low<=50K
27856,,low<=50K
27857,,low<=50K
27858,high>50K,
27859,,low<=50K
27860,,low<=50K
27861,,low>50K
27862,,low<=50K
27863,,low<=50K
27864,,low<=50K
27865,,low<=50K
27866,,low<=50K
27867,,low<=50K
27868,,low<=50K
27869,,low>50K
27870,,low<=50K
27871,high<=50K,
27872,,low>50K
27873,,low<=50K
27874,,low>50K
27875,high<=50K,
27876,,low<=50K
27877,,low<=50K
27878,,low<=50K
27879,,low>50K
27880,,low<=50K
27881,,low<=50K
27882,,low<=50K
27883,,low>50K
27884,,low<=50K
27885,,low<=50K
27886,,low<=50K
27887,,low<=50K
27888,,low<=50K
27889,,low>50K
27890,high<=50K,
27891,high>50K,
27892,,low<=50K
27893,,low<=50K
27894,high>50K,
27895,,low>50K
27896,,low<=50K
27897,high<=50K,
27898,,low<=50K
27899,high<=50K,
27900,,low>50K
27901,,low<=50K
27902,,low<=50K
27903,,low<=50K
27904,,low>50K
27905,,low<=50K
27906,,low<=50K
27907,,low<=50K
27908,,low<=50K
27909,,low<=50K
27910,,low<=50K
27911,,low<=50K
27912,,low<=50K
27913,,low<=50K
27914,,low<=50K
27915,,low>50K
27916,,low<=50K
27917,,low>50K
27918,,low<=50K
27919,,low<=50K
27920,,low<=50K
27921,,low<=50K
27922,,low<=50K
27923,,low>50K
27924,,low>50K
27925,high<=50K,
27926,high>50K,
27927,,low<=50K
27928,,low<=50K
27929,high<=50K,
27930,,low<=50K
27931,,low<=50K
27932,,low<=50K
27933,,low<=50K
27934,high>50K,
27935,,low<=50K
27936,,low<=50K
27937,,low<=50K
27938,,low<=50K
27939,,low<=50K
27940,,low<=50K
27941,high>50K,
27942,,low<=50K
27943,,low>50K
27944,,low<=50K
27945,,low<=50K
27946,,low<=50K
27947,,low<=50K
27948,,low<=50K
27949,,low<=50K
27950,high>50K,
27951,,low<=50K
27952,high>50K,
27953,high>50K,
27954,,low<=50K
27955,,low<=50K
27956,,low<=50K
27957,,low<=50K
27958,,low<=50K
27959,,low<=50K
27960,,low<=50K
27961,high>50K,
27962,,low<=50K
27963,,low<=50K
27964,,low<=50K
27965,,low<=50K
27966,,low<=50K
27967,high>50K,
27968,,low<=50K
27969,high>50K,
27970,,low<=50K
27971,,low>50K
27972,,low<=50K
27973,,low>50K
27974,,low<=50K
27975,high<=50K,
27976,high>50K,
27977,,low>50K
27978,high<=50K,
27979,,low>50K
27980,,low<=50K
27981,high<=50K,
27982,,low<=50K
27983,,low<=50K
27984,,low<=50K
27985,,low>50K
27986,,low<=50K
27987,,low<=50K
27988,,low<=50K
27989,,low<=50K
27990,high<=50K,
27991,,low<=50K
27992,,low<=50K
27993,,low<=50K
27994,,low<=50K
27995,,low<=50K
27996,,low>50K
27997,,low<=50K
27998,,low<=50K
27999,,low<=50K
28000,,low<=50K
28001,high<=50K,
28002,,low<=50K
28003,,low<=50K
28004,,low<=50K
28005,,low<=50K
28006,,low<=50K
28007,high<=50K,
28008,,low<=50K
28009,high<=50K,
28010,,low<=50K
28011,,low<=50K
28012,,low>50K
28013,,low>50K
28014,high<=50K,
28015,,low<=50K
28016,,low<=50K
28017,,low<=50K
28018,,low<=50K
28019,,low>50K
28020,high>50K,
28021,high<=50K,
28022,,low<=50K
28023,,low<=50K
28024,,low>50K
28025,,low>50K
28026,,low<=50K
28027,,low>50K
28028,high>50K,
28029,,low<=50K
28030,,low<=50K
28031,,low<=50K
28032,,low<=50K
28033,,low>50K
28034,,low<=50K
28035,,low<=50K
28036,,low<=50K
28037,,low<=50K
28038,high<=50K,
28039,,low>50K
28040,,low<=50K
28041,,low<=50K
28042,,low<=50K
28043,,low<=50K
28044,,low<=50K
28045,,low<=50K
28046,,low<=50K
28047,,low>50K
28048,,low<=50K
28049,,low>50K
28050,,low<=50K
28051,,low<=50K
28052,,low<=50K
28053,,low<=50K
28054,,low<=50K
28055,,low<=50K
28056,,low<=50K
28057,high<=50K,
28058,,low<=50K
28059,,low<=50K
28060,,low<=50K
28061,high>50K,
28062,,low<=50K
28063,,low>50K
28064,,low>50K
28065,,low<=50K
28066,,low>50K
28067,,low<=50K
28068,high<=50K,
28069,,low<=50K
28070,,low<=50K
28071,high<=50K,
28072,,low<=50K
28073,,low<=50K
28074,,low<=50K
28075,,low<=50K
28076,high<=50K,
28077,high>50K,
28078,,low<=50K
28079,,low<=50K
28080,high>50K,
28081,,low<=50K
28082,,low<=50K
28083,,low<=50K
28084,,low<=50K
28085,,low<=50K
28086,high>50K,
28087,,low>50K
28088,,low<=50K
28089,,low<=50K
28090,,low>50K
28091,high<=50K,
28092,,low<=50K
28093,high<=50K,
28094,,low<=50K
28095,,low<=50K
28096,high>50K,
28097,,low<=50K
28098,,low<=50K
28099,,low>50K
28100,,low<=50K
28101,high<=50K,
28102,,low<=50K
28103,high>50K,
28104,,low<=50K
28105,high<=50K,
28106,,low<=50K
28107,,low<=50K
28108,,low<=50K
28109,,low>50K
28110,,low>50K
28111,,low<=50K
28112,high<=50K,
28113,,low<=50K
28114,,low<=50K
28115,,low<=50K
28116,high>50K,
28117,,low<=50K
28118,,low<=50K
28119,,low<=50K
28120,,low<=50K
28121,,low>50K
28122,,low<=50K
28123,,low<=50K
28124,,low<=50K
28125,,low<=50K
28126,,low>50K
28127,,low<=50K
28128,,low<=50K
28129,,low<=50K
28130,,low<=50K
28131,high<=50K,
28132,high>50K,
28133,high<=50K,
28134,,low<=50K
28135,,low<=50K
28136,,low<=50K
28137,,low<=50K
28138,,low<=50K
28139,,low<=50K
28140,,low<=50K
28141,high<=50K,
28142,,low>50K
28143,,low<=50K
28144,,low<=50K
28145,high>50K,
28146,,low>50K
28147,,low<=50K
28148,,low<=50K
28149,,low<=50K
28150,,low<=50K
28151,,low<=50K
28152,high>50K,
28153,,low<=50K
28154,high<=50K,
28155,,low>50K
28156,high>50K,
28157,,low<=50K
28158,high<=50K,
28159,high>50K,
28160,,low<=50K
28161,,low<=50K
28162,,low>50K
28163,,low<=50K
28164,,low>50K
28165,,low<=50K
28166,,low<=50K
28167,,low<=50K
28168,high<=50K,
28169,,low<=50K
28170,high>50K,
28171,,low<=50K
28172,high<=50K,
28173,,low<=50K
28174,,low<=50K
28175,,low>50K
28176,,low<=50K
28177,high<=50K,
28178,,low<=50K
28179,,low>50K
28180,high<=50K,
28181,high>50K,
28182,high<=50K,
28183,high<=50K,
28184,,low<=50K
28185,,low<=50K
28186,high>50K,
28187,,low<=50K
28188,,low<=50K
28189,high>50K,
28190,high<=50K,
28191,,low<=50K
28192,,low<=50K
28193,,low>50K
28194,,low<=50K
28195,high>50K,
28196,high<=50K,
28197,high>50K,
28198,,low<=50K
28199,high>50K,
28200,,low<=50K
28201,,low<=50K
28202,,low<=50K
28203,,low<=50K
28204,,low<=50K
28205,high<=50K,
28206,,low>50K
28207,,low<=50K
28208,,low>50K
28209,,low>50K
28210,,low<=50K
28211,,low<=50K
28212,,low>50K
28213,high<=50K,
28214,high>50K,
28215,,low<=50K
28216,,low<=50K
28217,,low<=50K
28218,,low>50K
